Trait,Metric,Method,Annotation,Score,Score SE
Years of Education,tau,S-LD2MAF,BLUEPRINT_DNA_methylation_MaxCPP,-1.1182400647154408e-08,1.9250237223794644e-08
Years of Education,tau,S-LD2MAF,synonymous,-1.9172031589251634e-07,5.951785882855118e-08
Years of Education,tau,S-LD2MAF,non_synonymous,-1.4705441356708566e-08,5.616921691163088e-08
Years of Education,tau,S-LD2MAF,Conserved_Vertebrate_phastCons46way,-8.644105715128961e-09,2.8282844418122332e-08
Years of Education,tau,S-LD2MAF,Conserved_Vertebrate_phastCons46way.flanking.500,-2.1404709848923514e-08,1.0711158404157924e-08
Years of Education,tau,S-LD2MAF,Conserved_Mammal_phastCons46way,1.5024433043375487e-08,5.279979744665835e-08
Years of Education,tau,S-LD2MAF,Conserved_Mammal_phastCons46way.flanking.500,-1.3252015441218971e-08,1.201144558193652e-08
Years of Education,tau,S-LD2MAF,Conserved_Primate_phastCons46way,2.269528942435462e-07,3.5905088584756035e-08
Years of Education,tau,S-LD2MAF,Conserved_Primate_phastCons46way.flanking.500,1.6670965126551632e-08,8.417699076910489e-09
Years of Education,tau,S-LD2MAF,BivFlnk,3.3296821149660375e-08,2.5198480298970002e-08
Years of Education,tau,S-LD2MAF,BivFlnk.flanking.500,-5.800683930855817e-09,1.8154734565014394e-08
Years of Education,tau,S-LD2MAF,Human_Promoter_Villar,-4.495428058987126e-08,2.0366531289594323e-08
Years of Education,tau,S-LD2MAF,Human_Promoter_Villar.flanking.500,-9.296849206969598e-08,6.534712346302992e-08
Years of Education,tau,S-LD2MAF,Human_Enhancer_Villar,-6.035769163821068e-09,1.1243603363348855e-08
Years of Education,tau,S-LD2MAF,Human_Enhancer_Villar.flanking.500,3.0998826796462796e-09,2.62958911504466e-08
Years of Education,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter,1.8542712340360443e-07,6.418537876578673e-08
Years of Education,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter.flanking.500,2.922499358908597e-08,5.480870848067389e-08
Years of Education,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer,6.973303971807953e-08,4.787880784808663e-08
Years of Education,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer.flanking.500,-5.93638283605764e-08,3.305921176566475e-08
Years of Education,tau,S-LD2MAF,Human_Enhancer_Villar_Species_Enhancer_Count,9.576569708771427e-10,2.4261368826448288e-09
Years of Education,tau,S-LD2MAF,Human_Promoter_Villar_ExAC,2.3489318737988303e-08,6.302179117767824e-08
Years of Education,tau,S-LD2MAF,Human_Promoter_Villar_ExAC.flanking.500,3.4922396075553657e-07,2.136769644465286e-07
Years of Education,tau,S-LD2,base,3.088331598259676e-08,3.170757008215178e-08
Years of Education,tau,S-LD2,Coding_UCSC,1.4355543028187056e-08,1.3276386629857787e-07
Years of Education,tau,S-LD2,Coding_UCSC.flanking.500,-1.150732885538174e-07,4.346972053652083e-08
Years of Education,tau,S-LD2,Conserved_LindbladToh,-1.3722345671499125e-07,1.620646237228869e-07
Years of Education,tau,S-LD2,Conserved_LindbladToh.flanking.500,4.0262987348351756e-08,1.961216699750968e-08
Years of Education,tau,S-LD2,CTCF_Hoffman,-3.097481054857295e-08,8.018375386890546e-08
Years of Education,tau,S-LD2,CTCF_Hoffman.flanking.500,6.39408948023289e-08,5.625021798124531e-08
Years of Education,tau,S-LD2,DGF_ENCODE,-1.826503030823506e-08,4.304432076552289e-08
Years of Education,tau,S-LD2,DGF_ENCODE.flanking.500,-6.101532448567451e-08,2.8004063752702608e-08
Years of Education,tau,S-LD2,DHS_peaks_Trynka,-4.437048516992846e-08,8.633668139611764e-08
Years of Education,tau,S-LD2,DHS_Trynka,-1.4614626961949203e-08,6.63520542358323e-08
Years of Education,tau,S-LD2,DHS_Trynka.flanking.500,1.6205467352311147e-08,3.208684190066467e-08
Years of Education,tau,S-LD2,Enhancer_Andersson,-2.73647198829259e-08,1.8502143159681468e-07
Years of Education,tau,S-LD2,Enhancer_Andersson.flanking.500,1.4902068573016277e-07,1.0588059379243054e-07
Years of Education,tau,S-LD2,Enhancer_Hoffman,6.301071263396231e-08,5.3093835704608125e-08
Years of Education,tau,S-LD2,Enhancer_Hoffman.flanking.500,-7.072372520140378e-08,5.453940159948553e-08
Years of Education,tau,S-LD2,FetalDHS_Trynka,1.3665950956787341e-08,6.061400928074385e-08
Years of Education,tau,S-LD2,FetalDHS_Trynka.flanking.500,-2.6876145353908248e-08,2.9311355790272304e-08
Years of Education,tau,S-LD2,H3K27ac_Hnisz,-1.4524848673127978e-08,1.4006469750748305e-08
Years of Education,tau,S-LD2,H3K27ac_Hnisz.flanking.500,-3.0411692465641946e-08,6.637024848531845e-08
Years of Education,tau,S-LD2,H3K27ac_PGC2,-2.8529342287260513e-09,2.0196407944591722e-08
Years of Education,tau,S-LD2,H3K27ac_PGC2.flanking.500,3.220933359540343e-08,4.3882996716707136e-08
Years of Education,tau,S-LD2,H3K4me1_peaks_Trynka,6.287394682385421e-08,4.4186396559684024e-08
Years of Education,tau,S-LD2,H3K4me1_Trynka,-3.616808148146577e-08,2.9702119091328567e-08
Years of Education,tau,S-LD2,H3K4me1_Trynka.flanking.500,-3.667071053735624e-08,3.124381943759249e-08
Years of Education,tau,S-LD2,H3K4me3_peaks_Trynka,2.831777284370526e-08,8.666625114178045e-08
Years of Education,tau,S-LD2,H3K4me3_Trynka,-1.054759246453651e-08,3.62743297073162e-08
Years of Education,tau,S-LD2,H3K4me3_Trynka.flanking.500,-1.0952739000207348e-08,3.234370758173837e-08
Years of Education,tau,S-LD2,H3K9ac_peaks_Trynka,2.062681124444565e-07,8.814039811555337e-08
Years of Education,tau,S-LD2,H3K9ac_Trynka,-7.803544317013615e-08,3.488927436095782e-08
Years of Education,tau,S-LD2,H3K9ac_Trynka.flanking.500,4.272875097767827e-08,3.6537402221350846e-08
Years of Education,tau,S-LD2,Intron_UCSC,1.5403802804727675e-08,6.057111317043137e-09
Years of Education,tau,S-LD2,Intron_UCSC.flanking.500,-2.0175908806684078e-08,1.417344126225704e-07
Years of Education,tau,S-LD2,PromoterFlanking_Hoffman,8.716900639344336e-08,1.749401096864262e-07
Years of Education,tau,S-LD2,PromoterFlanking_Hoffman.flanking.500,2.22817620704461e-08,7.77923023762935e-08
Years of Education,tau,S-LD2,Promoter_UCSC,1.4040132935898164e-08,4.530435926923317e-08
Years of Education,tau,S-LD2,Promoter_UCSC.flanking.500,-3.6911670555774396e-08,1.2006231090016313e-07
Years of Education,tau,S-LD2,Repressed_Hoffman,-7.031633367141004e-09,2.3240797609439277e-08
Years of Education,tau,S-LD2,Repressed_Hoffman.flanking.500,4.4119915773599886e-08,2.5951366216183017e-08
Years of Education,tau,S-LD2,SuperEnhancer_Hnisz,-4.949928470643006e-09,1.0715838262074248e-08
Years of Education,tau,S-LD2,SuperEnhancer_Hnisz.flanking.500,-2.3652732647014328e-07,1.817476437621259e-07
Years of Education,tau,S-LD2,TFBS_ENCODE,-1.0730561276096219e-07,4.3643160759325604e-08
Years of Education,tau,S-LD2,TFBS_ENCODE.flanking.500,4.2507312749382514e-08,3.089522112010571e-08
Years of Education,tau,S-LD2,Transcr_Hoffman,-9.451175703132973e-09,1.9277791610130695e-08
Years of Education,tau,S-LD2,Transcr_Hoffman.flanking.500,-2.084707338999338e-08,1.894767589722611e-08
Years of Education,tau,S-LD2,TSS_Hoffman,3.953581094037177e-08,8.384420220121405e-08
Years of Education,tau,S-LD2,TSS_Hoffman.flanking.500,-1.3390001023292193e-08,9.167812182681743e-08
Years of Education,tau,S-LD2,UTR_3_UCSC,-4.447715686859971e-08,1.1150344561819265e-07
Years of Education,tau,S-LD2,UTR_3_UCSC.flanking.500,-7.495756859981216e-08,5.694688775811435e-08
Years of Education,tau,S-LD2,UTR_5_UCSC,-1.9369596812431908e-07,9.457359091478913e-08
Years of Education,tau,S-LD2,UTR_5_UCSC.flanking.500,2.4175173443593936e-08,6.58139453271015e-08
Years of Education,tau,S-LD2,WeakEnhancer_Hoffman,8.041975785889633e-08,8.030713946631396e-08
Years of Education,tau,S-LD2,WeakEnhancer_Hoffman.flanking.500,5.6151813952158566e-08,4.2934845432768026e-08
Years of Education,tau,S-LD2,GERP.NS,4.319170154263423e-08,6.2003849351990434e-09
Years of Education,tau,S-LD2,GERP.RSsup4,2.6643750471355733e-07,2.3062546529176035e-07
Years of Education,tau,S-LD2,MAFbin1,4.0575874349040114e-08,2.7878609273534122e-08
Years of Education,tau,S-LD2,MAFbin2,7.480946101783038e-09,2.3946509102467215e-08
Years of Education,tau,S-LD2,MAFbin3,-1.356859584849528e-08,2.1020736648787125e-08
Years of Education,tau,S-LD2,MAFbin4,1.0129112114511592e-08,2.265459713647062e-08
Years of Education,tau,S-LD2,MAFbin5,2.5661919142267855e-08,2.1071605110759406e-08
Years of Education,tau,S-LD2,MAFbin6,-2.4780231409898325e-09,2.1675684826016422e-08
Years of Education,tau,S-LD2,MAFbin7,3.967555608772103e-09,2.0902352189544547e-08
Years of Education,tau,S-LD2,MAFbin8,2.5955434989821674e-08,2.270076958874746e-08
Years of Education,tau,S-LD2,MAFbin9,-9.166324225573189e-09,2.2148269534190497e-08
Years of Education,tau,S-LD2,MAFbin10,7.418380818659158e-09,1.843615414440551e-08
Years of Education,tau,S-LD2,MAF_Adj_Predicted_Allele_Age,-2.5705543538135177e-08,6.6713124500729476e-09
Years of Education,tau,S-LD2,MAF_Adj_LLD_AFR,-8.374911768873019e-09,5.199306135262074e-09
Years of Education,tau,S-LD2,Recomb_Rate_10kb,-6.387459957241536e-09,1.3810510497825065e-09
Years of Education,tau,S-LD2,Nucleotide_Diversity_10kb,-9.318011832843482e-09,1.9962500770483242e-09
Years of Education,tau,S-LD2,Backgrd_Selection_Stat,2.5506669914072467e-08,1.9988386761455045e-08
Years of Education,tau,S-LD2,CpG_Content_50kb,5.758430914965329e-06,7.622974757032365e-07
Years of Education,tau,S-LD2,MAF_Adj_ASMC,-3.676734881644729e-09,5.737336017574393e-09
Years of Education,tau,S-LD2,GTEx_eQTL_MaxCPP,1.8394898123257782e-07,9.873605268094484e-08
Years of Education,tau,S-LD2,BLUEPRINT_H3K27acQTL_MaxCPP,-2.7980486611522354e-08,7.402421169776712e-08
Years of Education,tau,S-LD2,BLUEPRINT_H3K4me1QTL_MaxCPP,8.740376192763724e-08,9.097514610333762e-08
Years of Education,tau,S-LD2,BLUEPRINT_DNA_methylation_MaxCPP,-7.956541063516983e-08,5.883982272256155e-08
Years of Education,tau,S-LD2,synonymous,-7.888907394726029e-07,2.5711344936047697e-07
Years of Education,tau,S-LD2,non_synonymous,-9.312613352447861e-08,2.1334582385491946e-07
Years of Education,tau,S-LD2,Conserved_Vertebrate_phastCons46way,-5.0024924170095494e-08,1.0776840881689612e-07
Years of Education,tau,S-LD2,Conserved_Vertebrate_phastCons46way.flanking.500,-7.952641585349385e-08,3.896525370124902e-08
Years of Education,tau,S-LD2,Conserved_Mammal_phastCons46way,1.7581627861365459e-07,2.1305508024899738e-07
Years of Education,tau,S-LD2,Conserved_Mammal_phastCons46way.flanking.500,-4.159929265002464e-08,4.654051492596401e-08
Years of Education,tau,S-LD2,Conserved_Primate_phastCons46way,8.250856081407699e-07,1.5159757350447103e-07
Years of Education,tau,S-LD2,Conserved_Primate_phastCons46way.flanking.500,6.684448431791336e-08,3.3433494240739904e-08
Years of Education,tau,S-LD2,BivFlnk,1.6512437997897547e-07,1.081996800997451e-07
Years of Education,tau,S-LD2,BivFlnk.flanking.500,-1.8241454434867235e-08,7.471476399913513e-08
Years of Education,tau,S-LD2,Human_Promoter_Villar,-1.1706360295423408e-07,7.615662347798067e-08
Years of Education,tau,S-LD2,Human_Promoter_Villar.flanking.500,-4.5639624179115377e-07,2.299526929834256e-07
Years of Education,tau,S-LD2,Human_Enhancer_Villar,-2.562466918541999e-08,4.267688184389428e-08
Years of Education,tau,S-LD2,Human_Enhancer_Villar.flanking.500,3.4608598827613526e-08,1.0543681931997903e-07
Years of Education,tau,S-LD2,Ancient_Sequence_Age_Human_Promoter,6.327666314000689e-07,2.519131099007024e-07
Years of Education,tau,S-LD2,Ancient_Sequence_Age_Human_Promoter.flanking.500,1.0409921387962393e-07,2.1602330727983963e-07
Years of Education,tau,S-LD2,Ancient_Sequence_Age_Human_Enhancer,3.281273406724966e-07,1.9015496772314166e-07
Years of Education,tau,S-LD2,Ancient_Sequence_Age_Human_Enhancer.flanking.500,-2.1940360701583115e-07,1.2077182781441058e-07
Years of Education,tau,S-LD2,Human_Enhancer_Villar_Species_Enhancer_Count,-1.364113015575405e-09,8.581121425986655e-09
Years of Education,tau,S-LD2,Human_Promoter_Villar_ExAC,1.2934269586364565e-07,2.5682476461862185e-07
Years of Education,tau,S-LD2,Human_Promoter_Villar_ExAC.flanking.500,1.787931528062056e-06,9.426531738437399e-07
Years of Education,tau_star,S-LDSC,base,-0.0,0.0
Years of Education,tau_star,S-LDSC,Coding_UCSC,0.01923290974756364,0.16091690470611922
Years of Education,tau_star,S-LDSC,Coding_UCSC.flanking.500,-0.2627887102258579,0.09865433880858689
Years of Education,tau_star,S-LDSC,Conserved_LindbladToh,-0.06828588437345766,0.26761090823185646
Years of Education,tau_star,S-LDSC,Conserved_LindbladToh.flanking.500,0.22070413990959553,0.1027361441198146
Years of Education,tau_star,S-LDSC,CTCF_Hoffman,-0.10909191676861248,0.11969778530953253
Years of Education,tau_star,S-LDSC,CTCF_Hoffman.flanking.500,0.14728196141568933,0.12164707384931321
Years of Education,tau_star,S-LDSC,DGF_ENCODE,-0.17607687696466795,0.16965819500304566
Years of Education,tau_star,S-LDSC,DGF_ENCODE.flanking.500,-0.3136365535719815,0.14567985750173998
Years of Education,tau_star,S-LDSC,DHS_peaks_Trynka,0.011103869241032599,0.27279978723031467
Years of Education,tau_star,S-LDSC,DHS_Trynka,-0.20336624247021984,0.2738990725138965
Years of Education,tau_star,S-LDSC,DHS_Trynka.flanking.500,0.055762788816342515,0.1571884042370622
Years of Education,tau_star,S-LDSC,Enhancer_Andersson,-0.04056099382158645,0.12370792438492569
Years of Education,tau_star,S-LDSC,Enhancer_Andersson.flanking.500,0.1724487924285599,0.13909848565958696
Years of Education,tau_star,S-LDSC,Enhancer_Hoffman,0.12168999736064029,0.1062784911169305
Years of Education,tau_star,S-LDSC,Enhancer_Hoffman.flanking.500,-0.22469484498906017,0.13148530349662835
Years of Education,tau_star,S-LDSC,FetalDHS_Trynka,0.06268407694789234,0.18766009016202267
Years of Education,tau_star,S-LDSC,FetalDHS_Trynka.flanking.500,-0.12164253685111906,0.12683660188655085
Years of Education,tau_star,S-LDSC,H3K27ac_Hnisz,-0.03136552491966582,0.07758917431803286
Years of Education,tau_star,S-LDSC,H3K27ac_Hnisz.flanking.500,-0.12101648853166397,0.13527513009541012
Years of Education,tau_star,S-LDSC,H3K27ac_PGC2,0.0074698208624954755,0.1091512092417081
Years of Education,tau_star,S-LDSC,H3K27ac_PGC2.flanking.500,-0.04734394190058483,0.12767370578296616
Years of Education,tau_star,S-LDSC,H3K4me1_peaks_Trynka,0.2680320775100138,0.17963308261216474
Years of Education,tau_star,S-LDSC,H3K4me1_Trynka,-0.17561196360336973,0.15516198557226868
Years of Education,tau_star,S-LDSC,H3K4me1_Trynka.flanking.500,-0.20866908807348195,0.13371222080716144
Years of Education,tau_star,S-LDSC,H3K4me3_peaks_Trynka,0.10495257905312828,0.17481260910895324
Years of Education,tau_star,S-LDSC,H3K4me3_Trynka,-0.0207129790775014,0.12809450282958998
Years of Education,tau_star,S-LDSC,H3K4me3_Trynka.flanking.500,-0.06482731147717122,0.1182351096884455
Years of Education,tau_star,S-LDSC,H3K9ac_peaks_Trynka,0.43812881669560266,0.18929807834763226
Years of Education,tau_star,S-LDSC,H3K9ac_Trynka,-0.3163950539884965,0.13039708205984524
Years of Education,tau_star,S-LDSC,H3K9ac_Trynka.flanking.500,0.11564200586542805,0.13398458572056227
Years of Education,tau_star,S-LDSC,Intron_UCSC,0.09165415153133011,0.03687818424017672
Years of Education,tau_star,S-LDSC,Intron_UCSC.flanking.500,-0.04474787225694569,0.1416162752122926
Years of Education,tau_star,S-LDSC,PromoterFlanking_Hoffman,0.1443331379954201,0.16187741630130595
Years of Education,tau_star,S-LDSC,PromoterFlanking_Hoffman.flanking.500,0.010431004293219423,0.1273268731148826
Years of Education,tau_star,S-LDSC,Promoter_UCSC,-0.04305310792989874,0.1018513728725594
Years of Education,tau_star,S-LDSC,Promoter_UCSC.flanking.500,-0.061966328140321394,0.1420495340477141
Years of Education,tau_star,S-LDSC,Repressed_Hoffman,-0.0763478638529212,0.12623789424942494
Years of Education,tau_star,S-LDSC,Repressed_Hoffman.flanking.500,0.1608523183477029,0.12374624692384044
Years of Education,tau_star,S-LDSC,SuperEnhancer_Hnisz,-0.04778189567756499,0.04657687467927626
Years of Education,tau_star,S-LDSC,SuperEnhancer_Hnisz.flanking.500,-0.16935541943430021,0.1038842089809725
Years of Education,tau_star,S-LDSC,TFBS_ENCODE,-0.41072433016476984,0.14540659930969
Years of Education,tau_star,S-LDSC,TFBS_ENCODE.flanking.500,0.13450975826605152,0.1368659874264049
Years of Education,tau_star,S-LDSC,Transcr_Hoffman,-0.05243176463791082,0.10061325539202572
Years of Education,tau_star,S-LDSC,Transcr_Hoffman.flanking.500,-0.11184773999618122,0.1057084583804127
Years of Education,tau_star,S-LDSC,TSS_Hoffman,0.07630266802073016,0.128056472251894
Years of Education,tau_star,S-LDSC,TSS_Hoffman.flanking.500,0.017026832334974457,0.12366194753910381
Years of Education,tau_star,S-LDSC,UTR_3_UCSC,-0.14960679003473343,0.12081094094428373
Years of Education,tau_star,S-LDSC,UTR_3_UCSC.flanking.500,-0.0640282329461839,0.0838697082551565
Years of Education,tau_star,S-LDSC,UTR_5_UCSC,-0.1490717495694957,0.08150362407930992
Years of Education,tau_star,S-LDSC,UTR_5_UCSC.flanking.500,0.05552965182815755,0.09312387781426845
Years of Education,tau_star,S-LDSC,WeakEnhancer_Hoffman,0.14838352499135818,0.1368262282386827
Years of Education,tau_star,S-LDSC,WeakEnhancer_Hoffman.flanking.500,0.17407906956104574,0.12687775402413906
Years of Education,tau_star,S-LDSC,GERP.NS,0.8022771088437675,0.10772501938560365
Years of Education,tau_star,S-LDSC,GERP.RSsup4,0.14080971066070178,0.21855594850580626
Years of Education,tau_star,S-LDSC,MAFbin1,0.20525197908836362,0.04007299894198669
Years of Education,tau_star,S-LDSC,MAFbin2,0.16242200132631485,0.03693871852749602
Years of Education,tau_star,S-LDSC,MAFbin3,0.11058746031142815,0.03877144646771694
Years of Education,tau_star,S-LDSC,MAFbin4,0.24380189600387545,0.04410178130772272
Years of Education,tau_star,S-LDSC,MAFbin5,0.2820316373184717,0.04750179009910642
Years of Education,tau_star,S-LDSC,MAFbin6,0.27146544315755433,0.054345690464030386
Years of Education,tau_star,S-LDSC,MAFbin7,0.325473191945861,0.061674731441026476
Years of Education,tau_star,S-LDSC,MAFbin8,0.4838286736259508,0.06890017074129132
Years of Education,tau_star,S-LDSC,MAFbin9,0.3999612634843977,0.06361342829383504
Years of Education,tau_star,S-LDSC,MAFbin10,0.3945896096981214,0.06082286221020601
Years of Education,tau_star,S-LDSC,MAF_Adj_Predicted_Allele_Age,-0.3062372110214683,0.06891195321169621
Years of Education,tau_star,S-LDSC,MAF_Adj_LLD_AFR,-0.1750407584913432,0.06900275933453352
Years of Education,tau_star,S-LDSC,Recomb_Rate_10kb,-0.17706934369343663,0.04063729501485991
Years of Education,tau_star,S-LDSC,Nucleotide_Diversity_10kb,-0.17767802323294474,0.048160558397351415
Years of Education,tau_star,S-LDSC,Backgrd_Selection_Stat,0.05112464295794565,0.0405236155651333
Years of Education,tau_star,S-LDSC,CpG_Content_50kb,0.365511393918934,0.043446245167133725
Years of Education,tau_star,S-LDSC,MAF_Adj_ASMC,-0.2284015245545273,0.07068620729200814
Years of Education,tau_star,S-LDSC,GTEx_eQTL_MaxCPP,0.2429452413038758,0.10062743128964674
Years of Education,tau_star,S-LDSC,BLUEPRINT_H3K27acQTL_MaxCPP,-0.008946161205451305,0.09922211391086924
Years of Education,tau_star,S-LDSC,BLUEPRINT_H3K4me1QTL_MaxCPP,0.08133835906313935,0.10641769830820348
Years of Education,tau_star,S-LDSC,BLUEPRINT_DNA_methylation_MaxCPP,-0.055496074440124075,0.09900622752330353
Years of Education,tau_star,S-LDSC,synonymous,-0.40482286938148343,0.14920531423715366
Years of Education,tau_star,S-LDSC,non_synonymous,-0.010462968450953253,0.12399678458515673
Years of Education,tau_star,S-LDSC,Conserved_Vertebrate_phastCons46way,-0.061259655093002456,0.2064336927791159
Years of Education,tau_star,S-LDSC,Conserved_Vertebrate_phastCons46way.flanking.500,-0.40499966776010154,0.22445566012938656
Years of Education,tau_star,S-LDSC,Conserved_Mammal_phastCons46way,0.11282202395175946,0.3227036307605375
Years of Education,tau_star,S-LDSC,Conserved_Mammal_phastCons46way.flanking.500,-0.30427764498675564,0.23963857639332448
Years of Education,tau_star,S-LDSC,Conserved_Primate_phastCons46way,1.3257614464602046,0.2056841089797498
Years of Education,tau_star,S-LDSC,Conserved_Primate_phastCons46way.flanking.500,0.24904877892553676,0.13210092548187208
Years of Education,tau_star,S-LDSC,BivFlnk,0.16118400369390085,0.11890428101113014
